Tw_in [°C];mw_dot [kg/s];Hpev;omegab [rpm]
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;49;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;6612
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;1950
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;99;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;4106
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;91;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;2988
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;48;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
30;0.23;78;6033
